query	afdb	neighborhood_name	prediction	VFID	vf_category	VF_subcategory_high	gff	ANI_organism	genus	VF subcategory_low	pident	alntmscore	lddt	qcov
VFG002075(gb|NP_248779)	AF-A0A7U9ILE3-F1-model_v4	WP_282996554.1!!!GCF_030024295.1_ASM3002429v1!!!NZ_JASEWO010000134.1!!!1-11698	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030024295.1	Pantoea dispersa	Pantoea	 T6SS components	42.4	0.9217	0.8433	0.966
VFG002075(gb|NP_248779)	AF-A0A379Z6N0-F1-model_v4	WP_112363591.1!!!GCF_900638135.1_56433_G01!!!NZ_LR134494.1!!!3301517-3329328	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_900638135.1	Serratia quinivorans	Serratia	 T6SS components	39.6	0.9032	0.8463	0.986
VFG002075(gb|NP_248779)	AF-A0A1B4FL79-F1-model_v4	WP_301792218.1!!!GCF_030482685.1_ASM3048268v1!!!NZ_JAUJRD010000006.1!!!68828-94208	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030482685.1	Burkholderia oklahomensis	Burkholderia	 T6SS components	38.9	0.9135	0.8465	0.954
VFG002075(gb|NP_248779)	AF-A0A6J5BMZ5-F1-model_v4	WP_152864960.1!!!GCF_009362305.1_ASM936230v1!!!NZ_WHNU01000065.1!!!19397-38956	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_009362305.1	Burkholderia pyrrocinia	Burkholderia	 T6SS components	37.6	0.9261	0.8451	0.948
VFG002075(gb|NP_248779)	AF-A0A1X3CQI0-F1-model_v4	WP_107820011.1!!!GCF_963393215.1_M-065!!!NZ_CAUJOY010000027.1!!!1-24568	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_963393215.1	Neisseria polysaccharea	Neisseria	 T6SS components	35.3	0.9124	0.8408	0.954
VFG002075(gb|NP_248779)	AF-A0A827NR81-F1-model_v4	WP_001515752.1!!!GCF_002965885.1_ASM296588v1!!!NZ_PTSL01000016.1!!!433-25499	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002965885.1	Escherichia marmotae	Escherichia	 T6SS components	35.7	0.9025	0.8275	0.931
VFG002093(gb|WP_000108140)	AF-A0A7U3PWE5-F1-model_v4	WP_000108140.1!!!GCF_000279955.1_ASM27995v1!!!NZ_JH724954.1!!!82046-112133	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000279955.1	Vibrio cholerae	Vibrio	 T6SS components	90.6	0.9554	0.976	1.0
VFG002093(gb|WP_000108140)	AF-B1KGT6-F1-model_v4	WP_025889984.1!!!GCF_021440805.1_ASM2144080v1!!!NZ_JAKCOW010000028.1!!!212-15653	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_021440805.1	Shewanella algae	Shewanella	 T6SS components	83.9	0.9607	0.9718	1.0
VFG002093(gb|WP_000108140)	AF-A0A7T9PRI7-F1-model_v4	WP_004247652.1!!!GCF_030335765.1_ASM3033576v1!!!NZ_JAPZXM010000006.1!!!157538-186647	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030335765.1	Proteus mirabilis	Proteus	 T6SS components	74.1	0.9614	0.9675	1.0
VFG002093(gb|WP_000108140)	AF-A0A7L9RC60-F1-model_v4	WP_015841409.1!!!GCF_000023605.1_ASM2360v1!!!NC_012917.1!!!3657037-3685908	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000023605.1	Pectobacterium aroidearum	Pectobacterium	 T6SS components	74.7	0.9607	0.9611	1.0
VFG002093(gb|WP_000108140)	AF-A0A7T4NCN6-F1-model_v4	WP_046077365.1!!!GCF_014106295.1_ASM1410629v1!!!NZ_JABXVT010000002.1!!!191264-219624	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_014106295.1	Escherichia fergusonii	Escherichia	 T6SS components	70.8	0.9554	0.964	1.0
VFG002093(gb|WP_000108140)	AF-A0A2I8TGS2-F1-model_v4	WP_286601321.1!!!GCF_030332325.1_ASM3033232v1!!!NZ_JAOWIB010000106.1!!!167445-195587	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030332325.1	Citrobacter sedlakii	Citrobacter	 T6SS components	69.2	0.9531	0.9647	1.0
VFG002093(gb|WP_000108140)	AF-A0A246FWU3-F1-model_v4	WP_014718217.1!!!GCF_011290325.1_ASM1129032v1!!!NZ_WOTI01000087.1!!!10908-29878	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_011290325.1	Pseudomonas paracarnis	Pseudomonas	 T6SS components	67.8	0.9597	0.9657	1.0
VFG002093(gb|WP_000108140)	AF-A0A837UM23-F1-model_v4	WP_060084967.1!!!GCF_003858195.1_ASM385819v1!!!NZ_QTRF01000032.1!!!1-27775	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003858195.1	Burkholderia cepacia	Burkholderia	 T6SS components	66.5	0.9511	0.9676	1.0
VFG002093(gb|WP_000108140)	AF-A0A1H0BUP2-F1-model_v4	WP_072425085.1!!!GCF_900103725.1_IMG-taxon_2600255389_annotated_assembly!!!NZ_FMXG01000001.1!!!187149-216497	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_900103725.1	Ectopseudomonas toyotomiensis	Ectopseudomonas	 T6SS components	68.0	0.9618	0.9623	1.0
VFG002093(gb|WP_000108140)	AF-A0A0W0M0V6-F1-model_v4	WP_406998217.1!!!GCF_045447305.1_ASM4544730v1!!!NZ_JBJGXU010000030.1!!!40614-70969	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_045447305.1	Pseudomonas gelidaquae	Pseudomonas	 T6SS components	68.2	0.9637	0.9601	1.0
VFG002093(gb|WP_000108140)	AF-A0A1V0B657-F1-model_v4	WP_003303357.1!!!GCF_032770195.1_ASM3277019v1!!!NZ_CP136501.1!!!899503-930719	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_032770195.1	Stutzerimonas frequens	Stutzerimonas	 T6SS components	69.0	0.9654	0.9604	1.0
VFG002093(gb|WP_000108140)	AF-A0A6I1WB69-F1-model_v4	WP_167417226.1!!!GCF_011800525.1_ASM1180052v1!!!NZ_JAALFY010000006.1!!!266285-294072	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_011800525.1	Pseudomonas rhodesiae	Pseudomonas	 T6SS components	68.6	0.9587	0.9653	1.0
VFG002093(gb|WP_000108140)	AF-A0A1M7JDL4-F1-model_v4	WP_024695174.1!!!GCF_000452825.2_CC1417_3.0!!!NZ_CP159362.1!!!4696215-4723382	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000452825.2	Pseudomonas asturiensis	Pseudomonas	 T6SS components	68.6	0.9613	0.9618	1.0
VFG002093(gb|WP_000108140)	AF-A0A823B2B7-F1-model_v4	WP_000056978.1!!!GCF_000457165.1_Esch_coli_HVH_82_4-2209276_V1!!!NZ_KE699573.1!!!321099-348919	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000457165.1	Escherichia coli	Escherichia	 T6SS components	71.3	0.9378	0.9578	1.0
VFG002093(gb|WP_000108140)	AF-A0A0D0TDH8-F1-model_v4	WP_217862051.1!!!GCF_019141525.1_ASM1914152v1!!!NZ_CP077080.1!!!3968780-3999712	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_019141525.1	Pseudomonas alvandae	Pseudomonas	 T6SS components	68.6	0.946	0.966	1.0
VFG002093(gb|WP_000108140)	AF-A0A7L7ILL3-F1-model_v4	WP_142467319.1!!!GCF_902158565.1_SB6419!!!NZ_CABGGU010000138.1!!!511-14440	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_902158565.1	Klebsiella spallanzanii	Klebsiella	 T6SS components	70.3	0.9381	0.9548	1.0
VFG002093(gb|WP_000108140)	AF-A0A3T3IDU7-F1-model_v4	WP_000058004.1!!!GCF_000483815.1_ASM48381v1!!!NZ_AYDW01000006.1!!!11813-39157	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000483815.1	Salmonella enterica	Salmonella	 T6SS components	71.8	0.9399	0.9522	0.998
VFG002093(gb|WP_000108140)	AF-A0A1H7NTI7-F1-model_v4	WP_003303357.1!!!GCF_043636045.1_ASM4363604v1!!!NZ_CP171478.1!!!4452564-4482060	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_043636045.1	Stutzerimonas frequens	Stutzerimonas	 T6SS components	69.3	0.9532	0.9554	1.0
VFG002093(gb|WP_000108140)	AF-A0A3M3GXB4-F1-model_v4	WP_024671205.1!!!GCF_003416445.1_ASM341644v1!!!NZ_QPDB01000018.1!!!90921-121374	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003416445.1	Pseudomonas coronafaciens	Pseudomonas	 T6SS components	67.0	0.9543	0.9548	1.0
VFG002093(gb|WP_000108140)	AF-A0A2V4IE71-F1-model_v4	WP_217838810.1!!!GCF_019139895.1_ASM1913989v1!!!NZ_CP077076.1!!!3291756-3322439	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_019139895.1	Pseudomonas xanthosomatis	Pseudomonas	 T6SS components	69.8	0.9713	0.9591	0.967
VFG002093(gb|WP_000108140)	AF-A0A5E6QR54-F1-model_v4	WP_215520587.1!!!GCF_018729535.1_ASM1872953v1!!!NZ_JAHHZI010000003.1!!!74650-103329	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_018729535.1	Pseudomonas inefficax	Pseudomonas	 T6SS components	65.4	0.9497	0.9569	1.0
VFG002093(gb|WP_000108140)	AF-A0A7T8QA09-F1-model_v4	WP_065093451.1!!!GCF_003412785.1_ASM341278v1!!!NZ_QPBR01000006.1!!!245146-267545	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003412785.1	Pseudomonas syringae	Pseudomonas	 T6SS components	66.6	0.9612	0.9534	0.998
VFG002093(gb|WP_000108140)	AF-A0A430X033-F1-model_v4	WP_002869989.1!!!GCF_002806115.1_CFSAN065332!!!NZ_PIAB01000006.1!!!154-19533	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002806115.1	Campylobacter jejuni	Campylobacter	 T6SS components	59.0	0.9599	0.9552	0.986
VFG002093(gb|WP_000108140)	AF-Q7VJJ6-F1-model_v4	WP_295701906.1!!!GCF_948695835.1_MGBC118927!!!NZ_CAPRVH010000037.1!!!590-16758	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_948695835.1	Helicobacter japonicus	Helicobacter	 T6SS components	59.0	0.9528	0.96	1.0
VFG002093(gb|WP_000108140)	AF-A0A1H0AKY7-F1-model_v4	WP_053256093.1!!!GCF_001269845.1_ASM126984v1!!!NZ_LHVP01000009.1!!!403339-432256	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001269845.1	Pseudomonas fluorescens	Pseudomonas	 T6SS components	60.5	0.9656	0.9521	1.0
VFG002093(gb|WP_000108140)	AF-A0A6M8N653-F1-model_v4	WP_263669217.1!!!GCF_043353315.1_ASM4335331v1!!!NZ_JAPZJR010000004.1!!!74169-98480	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_043353315.1	Campylobacter lari	Campylobacter	 T6SS components	59.2	0.954	0.9547	0.986
VFG002093(gb|WP_000108140)	AF-A0A6I1NT23-F1-model_v4	WP_102618249.1!!!GCF_002881895.1_GW704-F2!!!NZ_POEC01000030.1!!!59805-83067	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002881895.1	Pseudomonas veronii	Pseudomonas	 T6SS components	61.5	0.9526	0.9469	0.998
VFG002093(gb|WP_000108140)	AF-A0A5C2C3P6-F1-model_v4	WP_035735912.1!!!GCF_016603465.1_ASM1660346v1!!!NZ_JACTSK010000018.1!!!2252-26763	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_016603465.1	Francisella philomiragia	Francisella	 T6SS components	57.8	0.9528	0.9471	0.984
VFG002093(gb|WP_000108140)	AF-U7QR33-F1-model_v4	WP_323840090.1!!!GCF_035181445.1_ASM3518144v1!!!NZ_JAXBVE010000040.1!!!1-24109	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_035181445.1	Photorhabdus laumondii	Photorhabdus	 T6SS components	42.3	0.9262	0.8962	1.0
VFG002093(gb|WP_000108140)	AF-A0A380PVJ5-F1-model_v4	WP_099466353.1!!!GCF_001127065.1_5139_5_7!!!NZ_CQBM01000001.1!!!726437-756975	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001127065.1	Yersinia mollaretii	Yersinia	 T6SS components	42.1	0.9256	0.894	1.0
VFG002093(gb|WP_000108140)	AF-A0A7H8U9J8-F1-model_v4	WP_223563019.1!!!GCF_019968765.1_ASM1996876v1!!!NZ_CP074149.1!!!1771831-1799499	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_019968765.1	Enterobacter asburiae	Enterobacter	 T6SS components	41.8	0.9202	0.8976	1.0
VFG002093(gb|WP_000108140)	AF-A0A3M4XIV0-F1-model_v4	WP_003343625.1!!!GCF_021606385.1_ASM2160638v1!!!NZ_WKCR01000013.1!!!20915-43844	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_021606385.1	Pseudomonas fragariae (ex Marin et al. 2024)	Pseudomonas	 T6SS components	39.5	0.9286	0.9016	0.998
VFG002093(gb|WP_000108140)	AF-A0A167W8G1-F1-model_v4	WP_175948451.1!!!GCF_902832935.1_ASM90283293v1!!!NZ_CADFDS010000037.1!!!982-27035	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_902832935.1	Burkholderia pyrrocinia	Burkholderia	 T6SS components	41.7	0.9228	0.8978	0.998
VFG002093(gb|WP_000108140)	AF-A0A377NEN7-F1-model_v4	WP_050132392.1!!!GCF_030385105.1_ASM3038510v1!!!NZ_JAUEHZ010000019.1!!!66607-97536	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030385105.1	Yersinia frederiksenii	Yersinia	 T6SS components	42.8	0.9145	0.8788	1.0
VFG002093(gb|WP_000108140)	AF-A0A022PG05-F1-model_v4	WP_058589810.1!!!GCF_003287565.1_ASM328756v1!!!NZ_NSCH01000065.1!!!468-18525	non_vf	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003287565.1	Photorhabdus laumondii	Photorhabdus	 T6SS components	41.2	0.9211	0.8932	1.0
VFG002093(gb|WP_000108140)	AF-A0A0N1KHS3-F1-model_v4	WP_042848029.1!!!GCF_033678845.1_ASM3367884v1!!!NZ_CP096313.1!!!1558634-1545264	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_033678845.1	Providencia huashanensis	Providencia	 T6SS components	43.8	0.9166	0.8841	1.0
VFG002093(gb|WP_000108140)	AF-A0A5C1DDP7-F1-model_v4	WP_114061602.1!!!GCF_003325475.1_ASM332547v1!!!NZ_CP029495.1!!!2438484-2467381	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003325475.1	Chromobacterium vaccinii	Chromobacterium	 T6SS components	39.3	0.9223	0.8969	1.0
VFG002093(gb|WP_000108140)	AF-A0A0T9UYC1-F1-model_v4	WP_046487050.1!!!GCF_013386435.1_ASM1338643v1!!!NZ_JACARW010000033.1!!!1-20482	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_013386435.1	Pseudomonas veronii	Pseudomonas	 T6SS components	41.5	0.9108	0.8796	1.0
VFG002093(gb|WP_000108140)	AF-A0A2T5Z666-F1-model_v4	WP_339437491.1!!!GCF_963970875.1_EL_65y_Pfl1_R32!!!NZ_CAXAPU010000038.1!!!18733-43032	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_963970875.1	Pseudomonas tritici	Pseudomonas	 T6SS components	41.4	0.9253	0.8943	1.0
VFG002093(gb|WP_000108140)	AF-A0A1Y3D7Z7-F1-model_v4	WP_262729724.1!!!GCF_036036235.1_ASM3603623v1!!!NZ_JAYXEY010000002.1!!!111356-141806	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_036036235.1	Acinetobacter pittii	Acinetobacter	 T6SS components	38.9	0.9328	0.8989	1.0
VFG002093(gb|WP_000108140)	AF-A0A1I0UFH7-F1-model_v4	WP_031653208.1!!!GCF_000629445.1_Pseu_aeru_BWH057_V1!!!NZ_KK213195.1!!!152837-181113	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000629445.1	Pseudomonas aeruginosa	Pseudomonas	 T6SS components	39.7	0.9277	0.904	1.0
VFG002093(gb|WP_000108140)	AF-A0A2A4CIU6-F1-model_v4	WP_089428096.1!!!GCF_002223055.1_ASM222305v1!!!NZ_NKFL01000006.1!!!1949211-1978687	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002223055.1	Burkholderia contaminans	Burkholderia	 T6SS components	40.6	0.9471	0.8985	1.0
VFG002093(gb|WP_000108140)	AF-A0A2S9IBA3-F1-model_v4	WP_053388768.1!!!GCF_026719105.1_ASM2671910v1!!!NZ_JAPPTF010000004.1!!!313542-344122	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_026719105.1	Citrobacter braakii	Citrobacter	 T6SS components	40.4	0.9193	0.8924	1.0
VFG002093(gb|WP_000108140)	AF-A0A1H4HH32-F1-model_v4	WP_059575339.1!!!GCF_002925705.1_ASM292570v1!!!NZ_LFZP01000056.1!!!33505-64344	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002925705.1	Burkholderia semiarida	Burkholderia	 T6SS components	41.5	0.9298	0.8908	0.998
VFG002093(gb|WP_000108140)	AF-A0A6G7N2X2-F1-model_v4	WP_164504666.1!!!GCF_015721185.1_ASM1572118v1!!!NZ_JADRTN010000003.1!!!89-19243	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_015721185.1	Klebsiella michiganensis	Klebsiella	 T6SS components	40.8	0.9232	0.887	1.0
VFG002093(gb|WP_000108140)	AF-A0A2P8VKA7-F1-model_v4	WP_265670210.1!!!GCF_026213795.1_ASM2621379v1!!!NZ_JAOCPR010000001.1!!!2424665-2453187	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_026213795.1	Klebsiella grimontii	Klebsiella	 T6SS components	42.1	0.9134	0.8755	1.0
VFG002093(gb|WP_000108140)	AF-A0A1S0ZN50-F1-model_v4	WP_008786712.1!!!GCF_032747295.1_ASM3274729v1!!!NZ_JAWIFZ010000044.1!!!14036-716	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_032747295.1	Citrobacter freundii	Citrobacter	 T6SS components	43.1	0.9168	0.8908	1.0
VFG002093(gb|WP_000108140)	AF-J5CPC2-F1-model_v4	WP_006484397.1!!!GCF_025996215.1_ASM2599621v1!!!NZ_JAIMHR010000036.1!!!61207-83293	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_025996215.1	Burkholderia cenocepacia	Burkholderia	 T6SS components	39.6	0.9254	0.8964	1.0
VFG002093(gb|WP_000108140)	AF-C1DM91-F1-model_v4	WP_007958864.1!!!GCF_002112305.1_ASM211230v1!!!NZ_NEHH01000003.1!!!369700-400723	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002112305.1	Pseudomonas paraglycinae	Pseudomonas	 T6SS components	39.8	0.9135	0.8903	0.994
VFG002093(gb|WP_000108140)	AF-A0A7X9MAK2-F1-model_v4	WP_016157464.1!!!GCF_014104235.1_ASM1410423v1!!!NZ_JABXRO010000001.1!!!4169021-4199354	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_014104235.1	Citrobacter braakii	Citrobacter	 T6SS components	40.9	0.9188	0.881	0.998
VFG002093(gb|WP_000108140)	AF-A0A6B2FIF8-F1-model_v4	WP_005157570.1!!!GCF_022395135.1_ASM2239513v1!!!NZ_JAHSQW010000002.1!!!63881-93264	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_022395135.1	Yersinia enterocolitica	Yersinia	 T6SS components	39.0	0.9569	0.8886	0.957
VFG002093(gb|WP_000108140)	AF-A0A246NE90-F1-model_v4	WP_075337967.1!!!GCF_019739665.1_ASM1973966v1!!!NZ_JAGKRW010000039.1!!!77745-103943	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_019739665.1	Yersinia enterocolitica	Yersinia	 T6SS components	39.6	0.9531	0.8931	0.953
VFG002093(gb|WP_000108140)	AF-A0A0H3CI83-F1-model_v4	WP_038423429.1!!!GCF_000632415.1_ASM63241v1!!!NZ_CP004887.1!!!3178019-3207766	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000632415.1	Klebsiella michiganensis	Klebsiella	 T6SS components	41.5	0.9189	0.878	1.0
VFG002093(gb|WP_000108140)	AF-A0A1Y2XID1-F1-model_v4	WP_000930191.1!!!GCF_009646075.1_ASM964607v1!!!NZ_WAGY01000040.1!!!577-17136	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_009646075.1	Escherichia coli	Escherichia	 T6SS components	41.0	0.9182	0.8832	1.0
VFG002093(gb|WP_000108140)	AF-A0A1W6Z397-F1-model_v4	WP_003808286.1!!!GCF_003443855.2_ASM344385v2!!!NZ_CP022962.2!!!4335633-4364980	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003443855.2	Bordetella bronchiseptica	Bordetella	 T6SS components	39.7	0.9304	0.8817	0.99
VFG002093(gb|WP_000108140)	AF-A0A3S4EYW4-F1-model_v4	WP_004159902.1!!!GCF_002732405.1_ASM273240v1!!!NZ_NQJS01000058.1!!!153722-184392	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002732405.1	Erwinia amylovora	Erwinia	 T6SS components	38.3	0.9265	0.8911	0.994
VFG002093(gb|WP_000108140)	AF-A0A6P2LE73-F1-model_v4	WP_004523699.1!!!GCF_000773275.1_BFK!!!NZ_JQDP01000092.1!!!1-25163	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000773275.1	Burkholderia pseudomallei	Burkholderia	 T6SS components	39.1	0.9492	0.8775	0.955
VFG002093(gb|WP_000108140)	AF-A0A2H5DVH5-F1-model_v4	WP_004190846.1!!!GCF_000454625.1_Final_Assembly!!!NZ_AUVJ01000237.1!!!14014-38748	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000454625.1	Burkholderia pseudomallei	Burkholderia	 T6SS components	37.2	0.9196	0.8813	0.994
VFG002093(gb|WP_000108140)	AF-X5FDQ2-F1-model_v4	WP_001350147.1!!!GCF_002475175.1_ASM247517v1!!!NZ_NOHD01000009.1!!!194589-208733	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002475175.1	Escherichia coli	Escherichia	 T6SS components	39.5	0.9069	0.8802	1.0
VFG002093(gb|WP_000108140)	AF-A0A837UU50-F1-model_v4	WP_071755865.1!!!GCF_001882865.1_ASM188286v1!!!NZ_MEBN01000117.1!!!33498-64756	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001882865.1	Burkholderia ubonensis	Burkholderia	 T6SS components	38.8	0.9186	0.8928	1.0
VFG002093(gb|WP_000108140)	AF-A0A106SB03-F1-model_v4	WP_010112389.1!!!GCF_030482685.1_ASM3048268v1!!!NZ_JAUJRD010000006.1!!!76189-104447	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030482685.1	Burkholderia oklahomensis	Burkholderia	 T6SS components	37.6	0.9254	0.8676	0.976
VFG002093(gb|WP_000108140)	AF-A0A7X2F903-F1-model_v4	WP_016155550.1!!!GCF_005280915.1_ASM528091v1!!!NZ_SZWT01000041.1!!!7562-38560	Type VI secretion system (T6SS)	VF0335	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_005280915.1	Citrobacter braakii	Citrobacter	 T6SS components	36.8	0.9153	0.8849	0.992
